split,source_image,output_image,label,width,height,masked
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0013.jpg,good,89,117,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0014.jpg,good,101,91,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0015.jpg,good,96,50,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0016.jpg,good,56,108,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0017.jpg,good,97,43,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0018.jpg,good,47,99,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0019.jpg,good,100,37,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0020.jpg,good,110,106,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0021.jpg,good,114,99,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0022.jpg,good,132,105,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0023.jpg,good,87,55,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0024.jpg,good,111,97,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0025.jpg,good,125,97,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0026.jpg,good,103,105,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0027.jpg,good,99,45,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0028.jpg,good,62,92,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0029.jpg,good,90,111,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0030.jpg,good,102,101,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0031.jpg,good,109,110,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0032.jpg,good,100,92,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0033.jpg,good,109,56,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0034.jpg,good,111,87,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0035.jpg,good,129,36,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0036.jpg,good,102,95,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0037.jpg,good,94,122,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0038.jpg,good,106,102,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0039.jpg,good,97,102,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0040.jpg,good,90,106,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0041.jpg,good,116,99,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0042.jpg,good,98,114,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0043.jpg,good,96,102,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0044.jpg,good,81,116,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0045.jpg,good,95,108,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0046.jpg,good,88,102,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0047.jpg,good,113,116,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0048.jpg,good,91,107,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0049.jpg,good,122,110,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0050.jpg,good,101,114,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0051.jpg,good,81,100,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0052.jpg,good,95,119,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0053.jpg,good,97,120,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0054.jpg,good,134,88,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0055.jpg,good,105,114,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0056.jpg,good,116,91,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0057.jpg,good,98,104,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0058.jpg,good,119,91,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0059.jpg,good,96,106,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0060.jpg,good,92,129,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0061.jpg,good,104,112,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0062.jpg,good,104,88,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0063.jpg,good,109,94,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0064.jpg,good,98,101,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0065.jpg,good,105,101,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0066.jpg,good,114,92,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0067.jpg,good,112,94,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0068.jpg,good,100,93,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0069.jpg,good,116,91,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0070.jpg,good,116,98,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0071.jpg,good,105,96,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0072.jpg,good,114,84,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0073.jpg,good,126,91,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0074.jpg,good,123,91,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0075.jpg,good,92,103,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0076.jpg,good,95,89,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0077.jpg,good,109,121,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0078.jpg,good,85,102,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0079.jpg,good,93,96,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0080.jpg,good,89,125,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0081.jpg,good,85,119,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0082.jpg,good,102,114,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0083.jpg,good,105,92,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0084.jpg,good,128,93,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0085.jpg,good,102,107,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0086.jpg,good,101,88,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0087.jpg,good,97,104,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0088.jpg,good,85,114,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0089.jpg,good,102,95,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0090.jpg,good,112,97,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0091.jpg,good,85,100,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0092.jpg,good,95,121,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0093.jpg,good,109,101,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0094.jpg,good,92,114,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0095.jpg,good,87,120,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0096.jpg,good,102,79,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0097.jpg,good,121,95,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0098.jpg,good,95,87,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0099.jpg,good,102,112,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0100.jpg,good,90,108,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0101.jpg,good,105,111,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0102.jpg,good,84,110,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0103.jpg,good,89,97,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0104.jpg,good,94,123,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0105.jpg,good,100,113,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0106.jpg,good,103,127,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0107.jpg,good,93,115,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0108.jpg,good,107,108,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0109.jpg,good,96,97,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0110.jpg,good,96,109,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0111.jpg,good,107,102,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0112.jpg,good,88,105,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0113.jpg,good,94,110,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0114.jpg,good,85,100,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0115.jpg,good,81,101,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0116.jpg,good,95,116,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0117.jpg,good,121,96,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0118.jpg,good,121,92,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0119.jpg,good,103,97,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0120.jpg,good,116,97,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0121.jpg,good,99,114,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0122.jpg,good,81,94,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0123.jpg,good,123,114,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0124.jpg,good,116,96,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0125.jpg,good,104,98,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0126.jpg,good,88,125,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0127.jpg,good,114,87,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0128.jpg,good,98,105,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0129.jpg,good,89,103,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0130.jpg,good,103,80,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0131.jpg,good,98,121,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0132.jpg,good,119,96,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0133.jpg,good,89,109,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0134.jpg,good,104,112,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0135.jpg,good,115,99,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0136.jpg,good,108,119,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0137.jpg,good,107,85,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0138.jpg,good,95,117,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0139.jpg,good,99,110,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0140.jpg,good,119,96,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0141.jpg,good,85,111,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0142.jpg,good,86,116,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0143.jpg,good,110,103,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0144.jpg,good,107,95,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0145.jpg,good,118,96,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0146.jpg,good,89,87,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0147.jpg,good,100,112,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0148.jpg,good,95,116,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0149.jpg,good,100,95,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0150.jpg,good,113,101,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/good/ckcnnlw_cluster1_0151.jpg,good,101,98,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster1_0152.jpg,broken,82,98,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster1_0153.jpg,broken,105,89,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster1_0154.jpg,broken,95,87,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster1_0155.jpg,broken,106,109,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster1_0156.jpg,broken,115,89,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster1_0157.jpg,broken,100,86,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster1_0158.jpg,broken,91,86,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster1_0159.jpg,broken,99,79,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster1_0160.jpg,broken,85,82,True
train,data/raw/CK-CNNLW/dataset/synthesized/train/cluster1.jpg,data/synthetic_ckcnnlw_crops/train/broken/ckcnnlw_cluster1_0161.jpg,broken,88,117,True
